rectCenterX,rectCenterY,rectWidth,rectHeight
-0.365472,-1.53,0.209716,0.194953
-0.0508978,-1.04262,0.419432,0.389906
-0.155756,-0.945142,0.209716,0.194953
-0.208185,-0.896404,0.104858,0.0974764
-0.208185,-0.99388,0.104858,0.0974764
-0.103327,-0.896404,0.104858,0.0974764
-0.103327,-0.99388,0.104858,0.0974764
-0.155756,-1.14009,0.209716,0.194953
0.0539602,-0.945142,0.209716,0.194953
0.00153118,-0.896404,0.104858,0.0974764
0.00153118,-0.99388,0.104858,0.0974764
0.106389,-0.896404,0.104858,0.0974764
0.106389,-0.99388,0.104858,0.0974764
0.0539602,-1.14009,0.209716,0.194953
0.00153118,-1.09136,0.104858,0.0974764
0.00153118,-1.18883,0.104858,0.0974764
0.106389,-1.09136,0.104858,0.0974764
0.106389,-1.18883,0.104858,0.0974764
-0.0508978,-1.43252,0.419432,0.389905
-0.155756,-1.33505,0.209716,0.194953
-0.155756,-1.53,0.209716,0.194953
0.0539602,-1.33505,0.209716,0.194953
0.0539602,-1.53,0.209716,0.194953
0.00153118,-1.48126,0.104858,0.0974764
0.00153118,-1.57874,0.104858,0.0974764
0.106389,-1.48126,0.104858,0.0974764
0.106389,-1.57874,0.104858,0.0974764
-0.680046,-2.40729,1.67773,1.55962
-1.09948,-2.01738,0.838864,0.779811
-1.30919,-1.82243,0.419432,0.389905
-1.30919,-2.21233,0.419432,0.389905
-0.889762,-1.82243,0.419432,0.389905
-0.889762,-2.21233,0.419432,0.389905
-1.09948,-2.79719,0.838864,0.779811
-0.260614,-2.01738,0.838864,0.779811
-0.47033,-1.82243,0.419432,0.389905
-0.575188,-1.72495,0.209716,0.194953
-0.627617,-1.67621,0.104858,0.0974764
-0.627617,-1.77369,0.104858,0.0974764
-0.522759,-1.67621,0.104858,0.0974764
-0.522759,-1.77369,0.104858,0.0974764
-0.575188,-1.91991,0.209716,0.194953
-0.627617,-1.87117,0.104858,0.0974764
-0.627617,-1.96864,0.104858,0.0974764
-0.522759,-1.87117,0.104858,0.0974764
-0.522759,-1.96864,0.104858,0.0974764
-0.365472,-1.72495,0.209716,0.194953
-0.365472,-1.91991,0.209716,0.194953
-0.47033,-2.21233,0.419432,0.389905
-0.575188,-2.11486,0.209716,0.194953
-0.575188,-2.30981,0.209716,0.194953
-0.365472,-2.11486,0.209716,0.194953
-0.365472,-2.30981,0.209716,0.194953
-0.0508978,-1.82243,0.419432,0.389905
-0.155756,-1.72495,0.209716,0.194953
-0.155756,-1.91991,0.209716,0.194953
0.0539602,-1.72495,0.209716,0.194953
0.0539602,-1.91991,0.209716,0.194953
-0.0508978,-2.21233,0.419432,0.389905
-0.155756,-2.11486,0.209716,0.194953
-0.155756,-2.30981,0.209716,0.194953
-0.208185,-2.26107,0.104858,0.0974765
-0.208185,-2.35855,0.104858,0.0974762
-0.103327,-2.26107,0.104858,0.0974765
-0.103327,-2.35855,0.104858,0.0974762
0.0539602,-2.11486,0.209716,0.194953
0.0539602,-2.30981,0.209716,0.194953
-0.260614,-2.79719,0.838864,0.779811
-0.47033,-2.60224,0.419432,0.389905
-0.575188,-2.50476,0.209716,0.194953
-0.575188,-2.69972,0.209716,0.194953
-0.365472,-2.50476,0.209716,0.194953
-0.365472,-2.69972,0.209716,0.194953
-0.47033,-2.99215,0.419432,0.389905
-0.0508978,-2.60224,0.419432,0.389905
-0.0508978,-2.99215,0.419432,0.389905
1.83655,1.49177,3.35546,3.11924
0.997683,2.27158,1.67773,1.55962
0.57825,2.66148,0.838864,0.779811
0.57825,1.88167,0.838864,0.779811
0.368534,2.07663,0.419432,0.389905
0.263676,2.1741,0.209716,0.194953
0.263676,1.97915,0.209716,0.194953
0.473392,2.1741,0.209716,0.194953
0.420963,2.22284,0.104858,0.0974765
0.420963,2.12536,0.104858,0.0974762
0.525821,2.22284,0.104858,0.0974765
0.525821,2.12536,0.104858,0.0974762
0.473392,1.97915,0.209716,0.194953
0.368534,1.68672,0.419432,0.389905
0.263676,1.7842,0.209716,0.194953
0.263676,1.58924,0.209716,0.194953
0.473392,1.7842,0.209716,0.194953
0.473392,1.58924,0.209716,0.194953
0.787966,2.07663,0.419432,0.389905
0.787966,1.68672,0.419432,0.389905
0.683108,1.7842,0.209716,0.194953
0.683108,1.58924,0.209716,0.194953
0.892825,1.7842,0.209716,0.194953
0.892825,1.58924,0.209716,0.194953
0.840396,1.63798,0.104858,0.0974764
0.840396,1.54051,0.104858,0.0974764
0.945254,1.63798,0.104858,0.0974764
0.945254,1.54051,0.104858,0.0974764
1.41711,2.66148,0.838864,0.779811
1.2074,2.85644,0.419432,0.389905
1.2074,2.46653,0.419432,0.389905
1.62683,2.85644,0.419432,0.389905
1.62683,2.46653,0.419432,0.389905
1.41711,1.88167,0.838864,0.779811
0.997683,0.711956,1.67773,1.55962
0.57825,1.10186,0.838864,0.779811
0.368534,1.29681,0.419432,0.389905
0.263676,1.39429,0.209716,0.194953
0.263676,1.19934,0.209716,0.194953
0.473392,1.39429,0.209716,0.194953
0.473392,1.19934,0.209716,0.194953
0.368534,0.906909,0.419432,0.389906
0.263676,1.00439,0.209716,0.194953
0.211247,1.05312,0.104858,0.0974764
0.211247,0.955647,0.104858,0.0974764
0.316105,1.05312,0.104858,0.0974764
0.316105,0.955647,0.104858,0.0974764
0.263676,0.809433,0.209716,0.194953
0.211247,0.858171,0.104858,0.0974764
0.211247,0.760695,0.104858,0.0974764
0.316105,0.858171,0.104858,0.0974764
0.316105,0.760695,0.104858,0.0974764
0.473392,1.00439,0.209716,0.194953
0.473392,0.809433,0.209716,0.194953
0.787966,1.29681,0.419432,0.389905
0.683108,1.39429,0.209716,0.194953
0.683108,1.19934,0.209716,0.194953
0.892825,1.39429,0.209716,0.194953
0.892825,1.19934,0.209716,0.194953
0.787966,0.906909,0.419432,0.389906
0.683108,1.00439,0.209716,0.194953
0.683108,0.809433,0.209716,0.194953
0.630679,0.858171,0.104858,0.0974764
0.630679,0.760695,0.104858,0.0974764
0.735537,0.858171,0.104858,0.0974764
0.735537,0.760695,0.104858,0.0974764
0.892825,1.00439,0.209716,0.194953
0.892825,0.809433,0.209716,0.194953
0.840396,0.858171,0.104858,0.0974764
0.840396,0.760695,0.104858,0.0974764
0.945254,0.858171,0.104858,0.0974764
0.945254,0.760695,0.104858,0.0974764
0.57825,0.322051,0.838864,0.779811
0.368534,0.517004,0.419432,0.389905
0.263676,0.61448,0.209716,0.194953
0.211247,0.663218,0.104858,0.0974764
0.211247,0.565742,0.104858,0.0974764
0.316105,0.663218,0.104858,0.0974764
0.289891,0.687587,0.052429,0.0487382
0.289891,0.638849,0.052429,0.0487382
0.34232,0.687587,0.052429,0.0487382
0.34232,0.638849,0.052429,0.0487382
0.316105,0.565742,0.104858,0.0974764
0.263676,0.419527,0.209716,0.194953
0.211247,0.468266,0.104858,0.0974764
0.211247,0.370789,0.104858,0.0974764
0.185033,0.395158,0.052429,0.0487382
0.185033,0.34642,0.052429,0.0487382
0.237462,0.395158,0.052429,0.0487382
0.237462,0.34642,0.052429,0.0487382
0.316105,0.468266,0.104858,0.0974764
0.316105,0.370789,0.104858,0.0974764
0.473392,0.61448,0.209716,0.194953
0.420963,0.663218,0.104858,0.0974764
0.420963,0.565742,0.104858,0.0974764
0.525821,0.663218,0.104858,0.0974764
0.525821,0.565742,0.104858,0.0974764
0.473392,0.419527,0.209716,0.194953
0.420963,0.468266,0.104858,0.0974764
0.420963,0.370789,0.104858,0.0974764
0.525821,0.468266,0.104858,0.0974764
0.525821,0.370789,0.104858,0.0974764
0.368534,0.127098,0.419432,0.389905
0.263676,0.224575,0.209716,0.194953
0.211247,0.273313,0.104858,0.0974764
0.211247,0.175836,0.104858,0.0974764
0.185033,0.200206,0.052429,0.0487382
0.185033,0.151467,0.052429,0.0487382
0.237462,0.200206,0.052429,0.0487382
0.237462,0.151467,0.052429,0.0487382
0.316105,0.273313,0.104858,0.0974764
0.316105,0.175836,0.104858,0.0974764
0.263676,0.0296218,0.209716,0.194953
0.211247,0.07836,0.104858,0.0974764
0.211247,-0.0191163,0.104858,0.0974764
0.316105,0.07836,0.104858,0.0974764
0.316105,-0.0191163,0.104858,0.0974764
0.473392,0.224575,0.209716,0.194953
0.420963,0.273313,0.104858,0.0974764
0.420963,0.175836,0.104858,0.0974764
0.525821,0.273313,0.104858,0.0974764
0.525821,0.175836,0.104858,0.0974764
0.473392,0.0296218,0.209716,0.194953
0.420963,0.07836,0.104858,0.0974764
0.420963,-0.0191163,0.104858,0.0974764
0.525821,0.07836,0.104858,0.0974764
0.525821,-0.0191163,0.104858,0.0974764
0.787966,0.517004,0.419432,0.389905
0.683108,0.61448,0.209716,0.194953
0.683108,0.419527,0.209716,0.194953
0.630679,0.468266,0.104858,0.0974764
0.630679,0.370789,0.104858,0.0974764
0.735537,0.468266,0.104858,0.0974764
0.735537,0.370789,0.104858,0.0974764
0.892825,0.61448,0.209716,0.194953
0.840396,0.663218,0.104858,0.0974764
0.840396,0.565742,0.104858,0.0974764
0.945254,0.663218,0.104858,0.0974764
0.919039,0.687587,0.052429,0.0487382
0.919039,0.638849,0.052429,0.0487382
0.971468,0.687587,0.052429,0.0487382
0.971468,0.638849,0.052429,0.0487382
0.945254,0.565742,0.104858,0.0974764
0.892825,0.419527,0.209716,0.194953
0.787966,0.127098,0.419432,0.389905
0.683108,0.224575,0.209716,0.194953
0.630679,0.273313,0.104858,0.0974764
0.630679,0.175836,0.104858,0.0974764
0.735537,0.273313,0.104858,0.0974764
0.735537,0.175836,0.104858,0.0974764
0.683108,0.0296218,0.209716,0.194953
0.630679,0.07836,0.104858,0.0974764
0.630679,-0.0191163,0.104858,0.0974764
0.735537,0.07836,0.104858,0.0974764
0.735537,-0.0191163,0.104858,0.0974764
0.892825,0.224575,0.209716,0.194953
0.840396,0.273313,0.104858,0.0974764
0.840396,0.175836,0.104858,0.0974764
0.945254,0.273313,0.104858,0.0974764
0.945254,0.175836,0.104858,0.0974764
0.919039,0.200206,0.052429,0.0487382
0.919039,0.151467,0.052429,0.0487382
0.971468,0.200206,0.052429,0.0487382
0.971468,0.151467,0.052429,0.0487382
0.892825,0.0296218,0.209716,0.194953
1.41711,1.10186,0.838864,0.779811
1.2074,1.29681,0.419432,0.389905
1.2074,0.906909,0.419432,0.389906
1.10254,1.00439,0.209716,0.194953
1.10254,0.809433,0.209716,0.194953
1.05011,0.858171,0.104858,0.0974764
1.05011,0.760695,0.104858,0.0974764
1.15497,0.858171,0.104858,0.0974764
1.15497,0.760695,0.104858,0.0974764
1.31226,1.00439,0.209716,0.194953
1.31226,0.809433,0.209716,0.194953
1.62683,1.29681,0.419432,0.389905
1.52197,1.39429,0.209716,0.194953
1.52197,1.19934,0.209716,0.194953
1.73169,1.39429,0.209716,0.194953
1.73169,1.19934,0.209716,0.194953
1.62683,0.906909,0.419432,0.389906
1.41711,0.322051,0.838864,0.779811
1.2074,0.517004,0.419432,0.389905
1.10254,0.61448,0.209716,0.194953
1.10254,0.419527,0.209716,0.194953
1.31226,0.61448,0.209716,0.194953
1.31226,0.419527,0.209716,0.194953
1.25983,0.468266,0.104858,0.0974764
1.25983,0.370789,0.104858,0.0974764
1.36469,0.468266,0.104858,0.0974764
1.36469,0.370789,0.104858,0.0974764
1.2074,0.127098,0.419432,0.389905
1.10254,0.224575,0.209716,0.194953
1.10254,0.0296218,0.209716,0.194953
1.31226,0.224575,0.209716,0.194953
1.25983,0.273313,0.104858,0.0974764
1.25983,0.175836,0.104858,0.0974764
1.36469,0.273313,0.104858,0.0974764
1.36469,0.175836,0.104858,0.0974764
1.31226,0.0296218,0.209716,0.194953
1.25983,0.07836,0.104858,0.0974764
1.25983,-0.0191163,0.104858,0.0974764
1.36469,0.07836,0.104858,0.0974764
1.36469,-0.0191163,0.104858,0.0974764
1.62683,0.517004,0.419432,0.389905
1.52197,0.61448,0.209716,0.194953
1.52197,0.419527,0.209716,0.194953
1.73169,0.61448,0.209716,0.194953
1.73169,0.419527,0.209716,0.194953
1.62683,0.127098,0.419432,0.389905
1.52197,0.224575,0.209716,0.194953
1.52197,0.0296218,0.209716,0.194953
1.73169,0.224575,0.209716,0.194953
1.73169,0.0296218,0.209716,0.194953
2.67541,2.27158,1.67773,1.55962
2.67541,0.711956,1.67773,1.55962
2.25598,1.10186,0.838864,0.779811
2.04626,1.29681,0.419432,0.389905
2.04626,0.906909,0.419432,0.389906
2.4657,1.29681,0.419432,0.389905
2.4657,0.906909,0.419432,0.389906
2.25598,0.322051,0.838864,0.779811
2.04626,0.517004,0.419432,0.389905
1.9414,0.61448,0.209716,0.194953
1.9414,0.419527,0.209716,0.194953
2.15112,0.61448,0.209716,0.194953
2.15112,0.419527,0.209716,0.194953
2.04626,0.127098,0.419432,0.389905
2.4657,0.517004,0.419432,0.389905
2.4657,0.127098,0.419432,0.389905
3.09484,1.10186,0.838864,0.779811
3.09484,0.322051,0.838864,0.779811
1.83655,-1.62748,3.35546,3.11924
0.997683,-0.847665,1.67773,1.55962
0.57825,-0.45776,0.838864,0.779811
0.368534,-0.262807,0.419432,0.389905
0.263676,-0.165331,0.209716,0.194953
0.211247,-0.116593,0.104858,0.0974764
0.211247,-0.214069,0.104858,0.0974764
0.316105,-0.116593,0.104858,0.0974764
0.316105,-0.214069,0.104858,0.0974764
0.263676,-0.360284,0.209716,0.194953
0.211247,-0.311545,0.104858,0.0974764
0.211247,-0.409022,0.104858,0.0974764
0.316105,-0.311545,0.104858,0.0974764
0.289891,-0.287176,0.052429,0.0487382
0.289891,-0.335915,0.052429,0.0487382
0.34232,-0.287176,0.052429,0.0487382
0.329213,-0.274992,0.0262145,0.0243691
0.329213,-0.299361,0.0262145,0.0243691
0.355427,-0.274992,0.0262145,0.0243691
0.355427,-0.299361,0.0262145,0.0243691
0.34232,-0.335915,0.052429,0.0487382
0.316105,-0.409022,0.104858,0.0974764
0.473392,-0.165331,0.209716,0.194953
0.420963,-0.116593,0.104858,0.0974764
0.420963,-0.214069,0.104858,0.0974764
0.525821,-0.116593,0.104858,0.0974764
0.499607,-0.0922236,0.052429,0.0487382
0.499607,-0.140962,0.052429,0.0487382
0.552036,-0.0922236,0.052429,0.0487382
0.552036,-0.140962,0.052429,0.0487382
0.525821,-0.214069,0.104858,0.0974764
0.473392,-0.360284,0.209716,0.194953
0.420963,-0.311545,0.104858,0.0974764
0.420963,-0.409022,0.104858,0.0974764
0.525821,-0.311545,0.104858,0.0974764
0.525821,-0.409022,0.104858,0.0974764
0.368534,-0.652713,0.419432,0.389905
0.263676,-0.555236,0.209716,0.194953
0.263676,-0.750189,0.209716,0.194953
0.473392,-0.555236,0.209716,0.194953
0.420963,-0.506498,0.104858,0.0974764
0.394749,-0.482129,0.052429,0.0487382
0.394749,-0.530867,0.052429,0.0487382
0.447178,-0.482129,0.052429,0.0487382
0.447178,-0.530867,0.052429,0.0487382
0.420963,-0.603975,0.104858,0.0974764
0.525821,-0.506498,0.104858,0.0974764
0.525821,-0.603975,0.104858,0.0974764
0.473392,-0.750189,0.209716,0.194953
0.420963,-0.701451,0.104858,0.0974764
0.420963,-0.798927,0.104858,0.0974764
0.525821,-0.701451,0.104858,0.0974764
0.525821,-0.798927,0.104858,0.0974764
0.499607,-0.774558,0.052429,0.0487382
0.499607,-0.823296,0.052429,0.0487382
0.4865,-0.811112,0.0262145,0.0243691
0.4865,-0.835481,0.0262145,0.0243691
0.512714,-0.811112,0.0262145,0.0243691
0.512714,-0.835481,0.0262145,0.0243691
0.552036,-0.774558,0.052429,0.0487382
0.552036,-0.823296,0.052429,0.0487382
0.787966,-0.262807,0.419432,0.389905
0.683108,-0.165331,0.209716,0.194953
0.683108,-0.360284,0.209716,0.194953
0.630679,-0.311545,0.104858,0.0974764
0.630679,-0.409022,0.104858,0.0974764
0.735537,-0.311545,0.104858,0.0974764
0.735537,-0.409022,0.104858,0.0974764
0.892825,-0.165331,0.209716,0.194953
0.892825,-0.360284,0.209716,0.194953
0.787966,-0.652713,0.419432,0.389905
0.683108,-0.555236,0.209716,0.194953
0.630679,-0.506498,0.104858,0.0974764
0.630679,-0.603975,0.104858,0.0974764
0.735537,-0.506498,0.104858,0.0974764
0.735537,-0.603975,0.104858,0.0974764
0.683108,-0.750189,0.209716,0.194953
0.630679,-0.701451,0.104858,0.0974764
0.630679,-0.798927,0.104858,0.0974764
0.735537,-0.701451,0.104858,0.0974764
0.735537,-0.798927,0.104858,0.0974764
0.892825,-0.555236,0.209716,0.194953
0.892825,-0.750189,0.209716,0.194953
0.57825,-1.23757,0.838864,0.779811
0.368534,-1.04262,0.419432,0.389906
0.263676,-0.945142,0.209716,0.194953
0.211247,-0.896404,0.104858,0.0974764
0.211247,-0.99388,0.104858,0.0974764
0.316105,-0.896404,0.104858,0.0974764
0.316105,-0.99388,0.104858,0.0974764
0.263676,-1.14009,0.209716,0.194953
0.473392,-0.945142,0.209716,0.194953
0.420963,-0.896404,0.104858,0.0974764
0.420963,-0.99388,0.104858,0.0974764
0.525821,-0.896404,0.104858,0.0974764
0.525821,-0.99388,0.104858,0.0974764
0.473392,-1.14009,0.209716,0.194953
0.368534,-1.43252,0.419432,0.389905
0.263676,-1.33505,0.209716,0.194953
0.263676,-1.53,0.209716,0.194953
0.473392,-1.33505,0.209716,0.194953
0.473392,-1.53,0.209716,0.194953
0.787966,-1.04262,0.419432,0.389906
0.683108,-0.945142,0.209716,0.194953
0.683108,-1.14009,0.209716,0.194953
0.892825,-0.945142,0.209716,0.194953
0.892825,-1.14009,0.209716,0.194953
0.840396,-1.09136,0.104858,0.0974764
0.840396,-1.18883,0.104858,0.0974764
0.945254,-1.09136,0.104858,0.0974764
0.945254,-1.18883,0.104858,0.0974764
0.787966,-1.43252,0.419432,0.389905
1.41711,-0.45776,0.838864,0.779811
1.2074,-0.262807,0.419432,0.389905
1.10254,-0.165331,0.209716,0.194953
1.05011,-0.116593,0.104858,0.0974764
1.05011,-0.214069,0.104858,0.0974764
1.15497,-0.116593,0.104858,0.0974764
1.15497,-0.214069,0.104858,0.0974764
1.10254,-0.360284,0.209716,0.194953
1.05011,-0.311545,0.104858,0.0974764
1.05011,-0.409022,0.104858,0.0974764
1.15497,-0.311545,0.104858,0.0974764
1.15497,-0.409022,0.104858,0.0974764
1.31226,-0.165331,0.209716,0.194953
1.31226,-0.360284,0.209716,0.194953
1.2074,-0.652713,0.419432,0.389905
1.10254,-0.555236,0.209716,0.194953
1.10254,-0.750189,0.209716,0.194953
1.31226,-0.555236,0.209716,0.194953
1.31226,-0.750189,0.209716,0.194953
1.62683,-0.262807,0.419432,0.389905
1.52197,-0.165331,0.209716,0.194953
1.52197,-0.360284,0.209716,0.194953
1.73169,-0.165331,0.209716,0.194953
1.73169,-0.360284,0.209716,0.194953
1.67926,-0.311545,0.104858,0.0974764
1.67926,-0.409022,0.104858,0.0974764
1.78412,-0.311545,0.104858,0.0974764
1.78412,-0.409022,0.104858,0.0974764
1.62683,-0.652713,0.419432,0.389905
1.52197,-0.555236,0.209716,0.194953
1.52197,-0.750189,0.209716,0.194953
1.73169,-0.555236,0.209716,0.194953
1.73169,-0.750189,0.209716,0.194953
1.41711,-1.23757,0.838864,0.779811
1.2074,-1.04262,0.419432,0.389906
1.10254,-0.945142,0.209716,0.194953
1.10254,-1.14009,0.209716,0.194953
1.05011,-1.09136,0.104858,0.0974764
1.05011,-1.18883,0.104858,0.0974764
1.15497,-1.09136,0.104858,0.0974764
1.15497,-1.18883,0.104858,0.0974764
1.31226,-0.945142,0.209716,0.194953
1.31226,-1.14009,0.209716,0.194953
1.2074,-1.43252,0.419432,0.389905
1.10254,-1.33505,0.209716,0.194953
1.10254,-1.53,0.209716,0.194953
1.31226,-1.33505,0.209716,0.194953
1.31226,-1.53,0.209716,0.194953
1.62683,-1.04262,0.419432,0.389906
1.62683,-1.43252,0.419432,0.389905
0.997683,-2.40729,1.67773,1.55962
0.57825,-2.01738,0.838864,0.779811
0.368534,-1.82243,0.419432,0.389905
0.263676,-1.72495,0.209716,0.194953
0.211247,-1.67621,0.104858,0.0974764
0.211247,-1.77369,0.104858,0.0974764
0.316105,-1.67621,0.104858,0.0974764
0.289891,-1.65185,0.052429,0.0487382
0.289891,-1.70058,0.052429,0.0487381
0.34232,-1.65185,0.052429,0.0487382
0.34232,-1.70058,0.052429,0.0487381
0.316105,-1.77369,0.104858,0.0974764
0.263676,-1.91991,0.209716,0.194953
0.473392,-1.72495,0.209716,0.194953
0.473392,-1.91991,0.209716,0.194953
0.368534,-2.21233,0.419432,0.389905
0.787966,-1.82243,0.419432,0.389905
0.683108,-1.72495,0.209716,0.194953
0.683108,-1.91991,0.209716,0.194953
0.892825,-1.72495,0.209716,0.194953
0.892825,-1.91991,0.209716,0.194953
0.787966,-2.21233,0.419432,0.389905
0.57825,-2.79719,0.838864,0.779811
0.368534,-2.60224,0.419432,0.389905
0.368534,-2.99215,0.419432,0.389905
0.787966,-2.60224,0.419432,0.389905
0.787966,-2.99215,0.419432,0.389905
1.41711,-2.01738,0.838864,0.779811
1.2074,-1.82243,0.419432,0.389905
1.10254,-1.72495,0.209716,0.194953
1.10254,-1.91991,0.209716,0.194953
1.31226,-1.72495,0.209716,0.194953
1.25983,-1.67621,0.104858,0.0974764
1.25983,-1.77369,0.104858,0.0974764
1.36469,-1.67621,0.104858,0.0974764
1.36469,-1.77369,0.104858,0.0974764
1.31226,-1.91991,0.209716,0.194953
1.2074,-2.21233,0.419432,0.389905
1.62683,-1.82243,0.419432,0.389905
1.62683,-2.21233,0.419432,0.389905
1.41711,-2.79719,0.838864,0.779811
2.67541,-0.847665,1.67773,1.55962
2.25598,-0.45776,0.838864,0.779811
2.04626,-0.262807,0.419432,0.389905
2.04626,-0.652713,0.419432,0.389905
2.4657,-0.262807,0.419432,0.389905
2.4657,-0.652713,0.419432,0.389905
2.25598,-1.23757,0.838864,0.779811
2.04626,-1.04262,0.419432,0.389906
2.04626,-1.43252,0.419432,0.389905
2.4657,-1.04262,0.419432,0.389906
2.4657,-1.43252,0.419432,0.389905
3.09484,-0.45776,0.838864,0.779811
3.09484,-1.23757,0.838864,0.779811
2.67541,-2.40729,1.67773,1.55962
